	Tumor_C3L-00977	Tumor_C3L-00987	Tumor_C3L-00994	Tumor_C3L-00995	Tumor_C3L-00997	Tumor_C3L-00999	Tumor_C3L-01138	Tumor_C3L-01237	Tumor_C3L-02617	Tumor_C3L-02621	Tumor_C3L-02651	Tumor_C3L-03378	Tumor_C3L-04025	Tumor_C3L-04354	Tumor_C3L-04791	Tumor_C3L-04844	Tumor_C3L-04849	Tumor_C3N-00204	Tumor_C3N-00295	Tumor_C3N-00297	Tumor_C3N-00299	Tumor_C3N-00306	Tumor_C3N-00307	Tumor_C3N-00498	Tumor_C3N-00519	Tumor_C3N-00822	Tumor_C3N-00825	Tumor_C3N-00828	Tumor_C3N-00829	Tumor_C3N-00846	Tumor_C3N-00857	Tumor_C3N-00871	Tumor_C3N-01337	Tumor_C3N-01338	Tumor_C3N-01339	Tumor_C3N-01340	Tumor_C3N-01620	Tumor_C3N-01645	Tumor_C3N-01752	Tumor_C3N-01754	Tumor_C3N-01755	Tumor_C3N-01756	Tumor_C3N-01757	Tumor_C3N-01758	Tumor_C3N-01858	Tumor_C3N-01859	Tumor_C3N-01943	Tumor_C3N-01944	Tumor_C3N-01945	Tumor_C3N-01946	Tumor_C3N-01947	Tumor_C3N-01948	Tumor_C3N-02275	Tumor_C3N-02279	Tumor_C3N-02333	Tumor_C3N-02693	Tumor_C3N-02694	Tumor_C3N-02695	Tumor_C3N-02700	Tumor_C3N-02713	Tumor_C3N-02714	Tumor_C3N-02716	Tumor_C3N-02727	Tumor_C3N-02730	Tumor_C3N-02925	Tumor_C3N-03008	Tumor_C3N-03009	Tumor_C3N-03011	Tumor_C3N-03012	Tumor_C3N-03013	Tumor_C3N-03015	Tumor_C3N-03027	Tumor_C3N-03028	Tumor_C3N-03042	Tumor_C3N-03045	Tumor_C3N-03226	Tumor_C3N-03433	Tumor_C3N-03456	Tumor_C3N-03457	Tumor_C3N-03458	Tumor_C3N-03487	Tumor_C3N-03488	Tumor_C3N-03490	Tumor_C3N-03612	Tumor_C3N-03619	Tumor_C3N-03620	Tumor_C3N-03664	Tumor_C3N-03781	Tumor_C3N-03782	Tumor_C3N-03783	Tumor_C3N-03785	Tumor_C3N-03837	Tumor_C3N-03841	Tumor_C3N-03849	Tumor_C3N-03876	Tumor_C3N-03878	Tumor_C3N-03888	Tumor_C3N-03889	Tumor_C3N-03928	Tumor_C3N-03933	Tumor_C3N-04152	Tumor_C3N-04273	Tumor_C3N-04275	Tumor_C3N-04276	Tumor_C3N-04277	Tumor_C3N-04278	Tumor_C3N-04279	Tumor_C3N-04280	Tumor_C3N-04611
CDX1	3.77395125684223	2.32465958552949	3.43468498478226	3.34218535381658	3.39027434955823	3.31410195846283	3.22656760272618	2.97928052344792	2.49170529949643	2.69442408656599	3.2848583759542	2.88674544211902	2.38628682706519	2.90593828570488	2.81208854009094	2.92136384283577	3.56094141484934	1.87373303566472	2.97665468725368	2.75390883993135	3.24675232288693	3.14230396525859	2.81493543178489	2.57315225268692	2.57826638598208	2.74407343416243	3.48331695757044	2.8418153800134	2.99693384290441	3.02440207767136	2.93098283070574	2.76730190037546	3.15075441073547	3.42149079048024	1.85432862129901	3.22743190481609	3.0859492224651	3.64839488297312	3.35288556338383	3.34616671936952	2.75008044351829	2.87128806902726	3.32749739299837	3.18757685156616	3.19588332276507	2.68796051211019	3.06899422896126	3.12542455627587	3.06563581078396	3.32245491480585	3.08904781335028	3.21446948680507	3.1779967842426	3.51980603999681	3.03838708367854	3.41030159530513	3.0227884703207	2.86805805208749	3.34105939087338	2.28742168897971	3.5967563802148	3.24128857667924	3.28192326288558	3.04905507774445	3.46511486591751	3.22629483750573	2.86942024350407	2.95121404792461	2.72440436836525	2.76596120683808	3.72357170783201	3.04940218585194	3.36720618326225	2.68313714085819	3.31523413005426	3.23363596043381	3.44664425639539	3.24139891296828	2.99472476715687	3.12937500846767	2.99853820605051	3.47872745766727	2.65142729788672	2.00619760632721	3.11906774194558	2.95346366351238	3.26433688816303	3.28106259354719	2.79619312473061	3.55042721747209	2.09982476363384	3.17258839248891	3.08698225048474	3.3769556898404	3.52671932350406	3.20781521548355	3.24016133007876	2.78234147774674	3.36706804574272	3.43518618338408	2.79771492046314	2.2271090619785	2.74549160145803	1.92163558345823	3.45539973572067	3.08131544193081	3.20509292471022	2.49964421958869	3.45342348791705
CDX2	1.97013662771654	2.83827262726931	1.81271919431654	2.41047681319866	2.35930725515758	2.1380535541304	2.47755324044523	2.49030704947993	4.16788711287321	2.3065234571314	3.05039979858165	2.60307300695227	2.32358084284204	1.88194228476276	2.15202482855762	3.08459369971994	2.4926845515207	5.01796642248883	2.51523321328322	2.13388686970608	2.01597628045597	2.60113528988062	2.33962297775747	3.15714662334993	1.90197068000344	3.79515641836973	2.12657095153038	1.52225150255675	2.3647351163334	2.45130292279029	2.13107524816926	2.02183064679982	3.25047075500206	2.55852632337424	1.82203289500357	2.11067051608601	2.36804772751932	2.62374081988558	2.37689933029025	2.31831933235143	3.3737798513144	2.49290566478936	2.49263118148768	2.15250518131961	4.25586838954463	3.25732783905393	2.08895616856953	2.1396441178603	2.58487647880442	2.22781720805718	2.97500950443903	1.80670819241379	2.16797413089012	2.34280209762875	3.2316978631039	1.70023278490595	2.20544564769165	2.38240327901023	2.59668375161307	1.71777977446477	2.22665434544525	2.026297425101	2.07653151318704	2.73212383378798	2.28977048881202	1.86663732369396	2.92894314198204	2.60607255172722	1.79297053142554	2.67132884827006	1.65521398760235	1.97598121595509	1.88604762168447	1.92944174783369	1.16793611667216	2.51527606417657	2.52603278239333	3.05354870290125	2.86281640196257	2.26915231518793	2.00276428385798	2.12880643383269	2.32128368693986	3.00105058572569	1.68700574572303	1.9618682776558	2.17853041024068	2.49687177782928	0.882417126031414	2.38452670270883	3.8432516709515	1.94645841737309	3.01024714723682	2.20640440461671	3.83069330607943	3.55657238995843	2.36268703074602	2.02953707993242	2.10061779112963	2.05650134692987	2.26113702528717	4.22239713820204	1.7263106051012	2.47889308670386	2.31751745158086	2.38802465527619	1.52027895781723	1.73533628536793	2.67288101600119
CEBPA	-0.839182230174373	-0.450581112501057	-1.60809865132811	-0.604198522784842	-0.651146813981558	-1.2082224296838	-0.426130659871389	-0.508037879525229	-0.323193001663393	-0.290435432466506	-1.15393031899818	-0.0424275287136931	-0.784785273316686	-0.738077837466282	-0.581107001665518	-0.260844194830888	-0.774877795942964	-0.82499304388228	-0.311762561368614	-0.231877455495127	-0.602428328745394	-1.15813648038113	-0.78424773565687	0.12925392631223	-0.915501752992366	-0.888447037494014	-1.34558996285374	0.241804397965845	-0.315836487089805	-0.997359351079758	-0.677216738200446	-0.364884727969496	-0.46197974910805	-0.696327280145398	-0.599536707020355	-0.768598557471043	-1.05556664543109	-1.29610217891329	-0.660032340954208	-0.328370807491103	-1.22662333483189	-1.16114989479969	-0.521432600101254	-0.986232639822937	-1.14507216646506	-0.35317609064569	-0.219461602809849	-1.07500691809396	-1.00925935631982	-1.01796241136225	-1.48447100823049	-1.17469904338631	-1.24885733664877	-1.19467990339296	-1.00196205318002	-0.511617547849948	-1.33388282923126	0.0461844780231652	-0.717130994382405	0.0269737403916371	-1.26132613028794	-0.748806308179226	-1.16463646708203	-1.22604610182107	-0.657125267136011	-0.772968627899849	-0.310512876337127	-0.738529653516455	-0.105156809661464	-0.676970852059521	-0.75090860826448	-0.0224771492154749	-0.352997712554356	-0.600510996461146	-0.214066374749863	-0.835058111019581	-0.7266288033753	0.00648781543624896	-1.42870437901643	-0.381054038015929	-0.660236583050327	-0.27263954861579	-1.25148057501599	-0.686699169297168	0.092605843933427	-1.10704849143824	-0.19472393226129	-1.09424420014444	0.440870786007348	-0.336426384230105	-0.895175302294132	-0.386931393146732	-1.08277196808348	-0.396357746427579	-0.902154004678003	-1.01422141982115	-0.0958491802234847	-0.719026507773939	-0.507200829527209	-0.568387274718727	0.148846063795296	-0.303246312695901	-0.0231738594488004	-1.18220792980411	-0.921676423146514	-0.324389835265697	-0.471041322396649	0.460519458360364	-1.58590822844477
CEBPB	2.26054625707598	1.37357538967329	2.80337445174363	2.83003185165915	2.06799957745886	2.314027809321	2.32892398205396	2.13733096381673	0.955753466675607	1.69458670219357	2.31401458926166	1.64142294549752	2.32233756239544	0.872615066834699	2.10736421751118	1.93227146113639	2.36264869162031	0.414394751815765	1.77826007998965	2.61098124404213	2.12406009745094	2.18659865003803	2.25590885909794	1.3346006623828	1.75357665450369	1.68438748875002	2.6557311980641	1.28679033817911	1.59427399616759	2.65095082449453	1.75279503389943	1.87124601304601	2.07962412294441	2.08990982300845	0.174599641439487	2.35543339085034	2.51177517612564	2.53607258758538	1.86109175840382	2.41795594412562	1.4944969521729	1.19956087462513	2.30364648050744	2.84295900014092	1.99793306246222	1.14999956183954	1.14827759084381	2.63699431907345	1.86010207829704	2.07248868277275	2.53933420550365	2.63157958416825	1.96615682287172	2.5315496881185	2.39746381692502	1.43567128727752	2.5961225587829	2.53657599524347	1.95653631737957	0.552657967925667	2.7856856954168	2.4278431968884	2.73193662115628	2.58345667975146	2.67341811600933	2.28901979367912	1.2475047612872	1.14034144278821	1.89251013831154	2.33563594210923	2.24261828706001	0.818938718500147	2.71904212498465	2.47333786253858	1.7703695879901	2.79498542491664	1.76031352344616	1.96454480055811	2.43716580715639	2.04810314809258	2.5562757377601	2.49659515097884	1.42291804786906	0.475025027449991	1.98197873974498	2.40198002251288	1.89539520685532	2.58931577103279	1.36584724603119	2.59973423187062	0.284932807758248	2.17800277408394	1.25332338908687	1.86551548547649	1.95505807147851	1.79544498798085	1.50853239201808	2.62540121508077	2.68624282809743	2.72828547771713	1.16929132873351	-0.17321238473005	1.91946068128513	0.774868668188103	2.30026016992509	1.22751661664769	1.73760470976609	1.9622930850318	1.98629153089362
CEBPD	0.611229004482889	0.406880996675846	0.762824849097396	0.795825050193365	0.849174871501989	0.712679564081003	1.22709153198957	0.564779357962063	0.550105686206201	1.16910667925494	0.660402765712124	0.968068630646994	0.488380805315819	0.867780784682977	0.804137278956443	1.2250758612418	0.748502596112112	0.7244480627461	0.543715465848722	1.02909887141595	0.553748831548035	0.722480792591695	1.02431071082701	0.406621490440106	1.12218654368568	0.953824924258011	0.887249671629467	0.673747100442361	0.938292809828756	0.402778466899437	0.584110007121106	0.443916321813726	1.03477801928352	0.866440998282151	0.511010964408026	0.675108086970585	0.733380855974897	0.988329672379544	0.542790966180621	0.928524836524998	0.032610419248073	-0.178547428962216	0.678353865542061	0.97528004824494	0.702634028839706	0.485757077518949	2.02445514641285	0.53636529928185	0.868178855722075	0.77879107389084	0.881928702173579	0.815960217540168	0.635232553305488	0.960401446243894	0.791233598664147	0.34578708569848	0.413986625734153	0.819967809557233	0.40346346886339	0.76501600799019	0.59557481162841	0.515005624730435	0.98033321476278	0.797351803880312	1.42440426699667	0.843692419958455	-0.5374629717408	-0.159395457087667	1.01401777978931	0.95950238373814	1.98253835471444	1.349125042848	1.3796534212909	1.41029401412062	0.798674864246242	1.40001041904068	0.164946595122433	0.42481646026727	0.861359534252536	0.733913448599201	0.977415090196785	0.937419518503352	1.27710329562074	-0.726504979951265	1.43742013427632	0.520658708775851	1.03360494732032	1.15370153874347	1.33373340063052	1.44889949795585	-0.617298493558339	0.659075158767434	0.147973901510477	0.753859178033188	0.788664832828312	0.283425189417166	1.29129711114395	1.19879126297203	0.912452629171188	0.947005854065716	0.882779859365054	-0.462500403605048	0.534634789432883	-1.21070144551698	0.772408851557287	0.699426214198007	0.762724200711719	1.66823481677868	0.501117983960771
CEBPE	2.63890307098857	1.16537354779416	2.66518687915299	2.40245537474274	2.31969304570286	2.4253102356719	1.85408228839142	1.68538229952141	1.61005903340951	2.18429777396707	2.16443031790446	1.58746456366665	2.06841321830587	2.2313043937326	2.22354202435381	1.70903026606132	2.36260413219513	1.11780770227335	1.59216919906494	2.29419678798545	2.53148697756239	2.51050645214944	1.93172199988629	1.21653635738056	1.88823569634324	1.62840682078009	3.04105495561498	1.72952058683563	2.01446870192235	2.76224697566982	1.19560967803031	1.85813798505393	2.35031742772852	2.24818886031847	1.33594984595928	2.59828621264599	2.32211679380647	2.85044266705666	1.87257093751227	2.29553862679043	1.41777843170877	0.981248436003757	2.34806028750414	2.48464356410403	1.80908213316955	1.8701756426839	2.06370364518291	2.49391010952169	2.04907474060713	2.87760355402294	2.8848167739919	2.91565315617906	2.5252223142113	2.80378384917412	2.65879635665609	2.15401118633588	2.8334125555057	2.43627123055425	2.4000985247251	1.15573159036717	2.95075156277527	2.45310298000903	2.81830673047936	3.01083627944235	3.11633089722541	2.40614855595429	1.36499048815278	1.24077967605094	1.10726583400417	2.38488759857213	2.83854412464565	2.17454459086281	2.81539508616132	1.80718973564388	2.44452791953409	2.87494644248309	2.04387596848269	1.96528451103702	2.38955355342536	2.1204138705748	2.59712084992579	2.15233903910952	1.53654995761855	2.53894890053122	2.45760901114662	2.89652609836248	1.92234864001928	2.39181006834858	1.76000692745481	2.9246154100259	0.875648044440695	2.68017786589077	2.30037242115144	2.12509762359178	2.15716591885008	1.87372010063149	2.21733221408232	2.11446810712259	3.13622540018166	2.87647156995041	1.70566396241028	0.727296085848579	2.57271608020613	1.08440377062163	2.76115946584481	1.64133704058787	2.25955297529624	1.51490240153549	2.5172757342757
CEBPG	0.817209877978968	1.53880959253901	0.206770035043991	-0.0977191167956683	1.23475280135107	0.417993111482445	0.860301229698502	0.182789352857557	0.979029731172336	0.978475752756818	0.77155043202697	0.976736590817737	0.310344798773481	0.599008410049269	0.276324466116781	1.73086318863819	1.16224400716253	0.977604162456133	1.04993483475254	0.310458069744519	0.881556105478691	-0.072382533283805	0.176472640145701	0.949772627852979	-0.0728353656465914	0.938090733836477	0.600618359250179	0.66438227718216	0.671987006708016	0.310001117316217	1.46183900580226	1.1050453807642	0.235306200998842	1.27995047294925	1.28029967356621	0.82221470439643	0.353411094052867	0.930893676634996	0.989366008995712	0.813836006668543	0.646905506831343	0.968802848041422	0.925411970549978	0.387624921505211	0.654086964393943	1.40557380281976	1.32904252867293	0.521613793190389	0.751260619752033	0.306488840645452	-0.322239237541487	0.4634043639976	0.789837087586874	0.910902764142484	0.183916015045744	1.12529501611146	0.0171093112535507	0.553799205289956	0.520988128637797	0.95237420865982	0.352763141045182	0.394065132201038	0.0183797353235134	0.125781600434397	0.546576907931283	0.500762789036436	1.02986514558314	0.555026736899181	1.18270659335162	-0.171292794820109	0.540691826216226	1.43783506057496	0.107917487670952	0.58604487328023	1.11454121662082	0.535153023144018	1.51902037313031	1.50249621867675	0.111569837045583	1.13719572102225	0.559814876247641	0.920182512920509	0.69358872272678	-0.860608871493092	0.857583764340833	0.394529534151998	0.80832167824287	-0.0548535671470117	1.20445614975587	1.04505036514574	0.547031579299939	0.833289278139431	1.2305287245755	0.996536962788481	1.18176530436843	1.11297108615751	1.08089537732076	0.290900558059346	0.751611735222142	0.818756071848139	1.40845496781698	1.6541901021813	-0.122409098053102	1.09152146004245	0.263161105976286	1.33899217979112	1.08704187106886	0.720871504419061	0.496894983811109
CEBPZ	2.12386273941993	2.72618875070579	1.04430003467307	0.492877597058724	2.54300799366531	1.34424098200999	1.3234925351612	1.53574530165176	1.84135820616667	1.89306611577125	1.64215821303226	2.0936469299476	1.28354028638419	1.21210926236908	0.9277859455208	2.38513746273622	2.45580393373302	2.11493293794319	1.55038042667979	0.272031832692637	1.86096180126281	0.595949799265478	0.879624733479183	2.28237811035786	0.601960172923496	1.66666411300781	1.80534401370454	1.19746365281995	1.9645659843899	0.862127426586904	2.12527315699533	1.7021171672627	1.45081603996091	2.30971401759884	2.53996845366669	1.40017852103671	0.857320060529185	1.81181470540258	2.47807252558989	1.69787010040682	2.16864578588227	2.4076026485538	2.20497540862209	1.01966818231398	2.04927960250768	2.4658645796875	2.20469046779871	1.28991192501935	2.41372638390159	1.09117734000209	0.727585071417529	1.14752020234002	1.96976049689125	1.58037367217762	0.413119644726313	1.69746700295637	0.812863139947954	1.05462959539823	1.87080282388421	1.66182886381614	1.3353833328134	0.761544386854856	0.319813016246835	1.05148769261358	1.03391459603566	1.26401737703201	3.22881274653864	1.94299434772689	2.67590193109467	0.696917970219601	2.14472199566068	1.90292545238593	0.604071059670171	0.827489870349136	2.24361626272466	1.01833881693481	2.65628874520496	2.20479159572551	0.715849605905485	2.20943970634004	0.44226386992621	1.57743722206455	2.48865150321233	0.852797176870664	2.0053254167839	1.34348583018401	2.23953735752896	0.990004902727403	1.74971712190111	1.82612067766816	2.29508406709268	1.60023577497937	2.41959844176446	2.51152795503234	2.57691360797789	2.28174789681556	2.50674535493741	0.300719736513858	1.09295463781859	1.58855756762484	2.47810274265196	3.47024914997156	0.102761942145281	2.94619598436809	1.15149590891864	2.16511115593247	1.84812101499715	0.450430929611987	2.2963386305598
CENPB	1.18416400628883	-0.759834551057055	0.0871502486919453	-0.422062131430786	-0.199697194889497	-0.315986086463788	0.547028084594964	-0.28136161447677	-2.28372371537063	-1.1956466362455	-1.30799486329194	-0.545771226031962	-0.428313206266905	-0.680755970662933	-0.399355082175979	-0.537036222968005	0.0166336249961048	-1.60825568893902	-1.13234112470565	-0.679396479946815	0.532979790243139	-0.988643194608358	-0.555497719140828	-1.32562824180748	-0.512020037721123	-0.859077313354113	0.06235402637125	-0.371317423775787	-0.875186836492556	-0.643706019357483	-0.126491439020428	-0.0238254396016503	-0.764926811325069	0.207784287683508	-2.39079097632551	-0.697606167439103	-0.319085462073496	0.280408711184022	0.0483301535749214	0.0598534130639239	-1.63721516776949	-2.03002156145323	-0.382107387194253	-0.0714917969015517	-0.90912026482836	-1.76250338332608	-1.42846502993709	-0.123664444888262	-0.68881525976621	-0.373937276109018	0.0265663021217065	-0.158105141579137	-0.722345117995813	0.683082629482046	-0.455120794450502	-2.22332061977164	-0.229165321246208	0.322437694977789	-0.336732057672173	-1.83382960308524	-0.182587682092912	-0.362274570747332	-0.631449930460793	0.0650915194799172	-0.190330283483974	0.384084818283437	-1.34972865431846	-0.803718810249838	-0.77926134078928	-0.337877591908009	0.905403010919168	-0.901802292239847	0.355700900256842	0.229710114043916	0.235396993104716	0.361974940269644	-0.687916860014304	-1.33304670532097	-0.671020071753002	-0.369164884853498	-0.426806911711736	0.23817844047717	-0.452784776471126	-0.5628304348796	0.183319840193712	-0.151296280029002	0.448707823628649	-0.252337823391756	-0.172567163678521	-0.30087193666066	-1.36085010562954	0.370828940569469	-1.29792126884911	-1.33797776369828	-0.0097128095083841	-1.14193681957484	-0.429881958826205	-0.121054568845715	-0.0405749887084354	0.0755227537289131	-1.40170013216082	-2.23686176997409	-0.853104925792795	-1.9006721329747	-0.109568411578745	-1.20901925547859	-0.126901173340753	0.684836323998789	-0.64878919046659
CIC	0.0545436212247096	1.34364910617015	0.986561307333639	1.86375669018956	0.359639586691619	-0.506386045358146	1.65603270350457	1.79258398044606	2.20342710101993	1.50524060110325	0.866288711872672	2.04183738939117	0.985181024138016	1.79360618417981	1.65352029403677	0.185502338654019	0.391749918185009	0.50764532476274	1.60780699363058	1.35037614022315	0.374251316274779	1.40632000423913	1.9982045304175	1.9615553407577	1.7848790575366	1.66409331727915	0.182916557718128	1.69707678106537	1.95598672176335	1.149911273367	0.4914292145421	-0.211582107297812	0.870904326297307	0.128020640627439	-0.247002159143833	0.0162186514342624	1.14822087156327	0.659768295903662	0.660557831389561	0.932587701752817	1.88890128652424	1.81516894607554	0.00174557340449062	0.303955384110753	0.422441110831748	0.595556132232816	0.238959340817662	0.689917556188264	0.508164479647569	0.344508354397121	0.909451998642832	-0.354283260231188	0.175547793104291	-0.0269440581953781	1.10944326519193	1.86778604626808	0.916913753465935	0.381772761898183	0.906259869427446	2.14423904875672	1.03874058676202	1.76417709198421	1.70926831422725	0.499041402475485	0.808613845801792	0.678285515908013	0.670193895402524	2.34084181566496	1.44924136036793	0.540436046358094	0.302250710612017	1.02214860381845	1.69414994019212	0.38444354946695	-0.0131858897089719	0.553299913088382	0.924246560778043	1.80675827160457	1.41094713289912	-0.140600838120627	0.871803016127519	1.18297203018003	1.57480122154834	1.35828419860138	0.728627708221151	0.957689592953894	0.22871251791028	1.0799376478948	1.04440662278656	1.0289986131939	0.547178789431714	-0.306718318702189	0.225194516492213	0.880691332938432	0.602836260607279	-0.00231219829908705	0.839756868888585	1.08151882202145	0.921779897520385	0.678965361833331	0.967187691384025	0.206186260154736	1.72679566426584	1.11186961714387	0.993000546407389	1.80805720077732	1.47073731765187	0.783839410411151	0.300256814156485
CLOCK	-1.94502844862672	-1.86147911629605	-2.23707476076727	-2.0398247243737	-2.02908115677811	-1.75455596280444	-2.34013421508927	-2.19336514432021	-1.54654458989622	-1.95771090996986	-1.84510532412498	-2.24882989829771	-1.63317274489992	-1.86986038395916	-2.41530227274063	-1.96495840605046	-2.05286042075493	-1.59081929651678	-1.81112149631125	-2.04316310697885	-1.58146090522485	-2.46168791921762	-2.32168690460471	-2.06617405217079	-2.55843985753202	-1.9770388219103	-2.5342966944872	-2.73029242228853	-2.05292141002881	-1.99879979591764	-2.01452421544214	-1.43925074710567	-1.85746227737758	-2.20003353321145	-1.96096824787542	-1.74714049387819	-1.84600944247081	-2.44292811058694	-1.76792101730156	-2.11078652693473	-1.99847855621802	-1.89710537837064	-2.16220348196955	-2.33794183199374	-2.08612206637371	-1.71850408292344	-1.45748282637354	-2.16793760924402	-2.12585401993916	-2.26349140631655	-2.42717740763976	-1.94313190981072	-1.66265130636286	-2.16677775279706	-1.98723103830236	-1.61100752233247	-2.46491716517382	-2.27313552934032	-1.62497097847561	-2.28402403960792	-2.29523146803015	-1.70830529631668	-2.27073296638429	-2.49247975794823	-2.380789097254	-2.40024517310203	-1.84641239924685	-2.37624310182592	-2.03352308422589	-2.21127678737988	-2.47122855280948	-2.77445528558235	-2.38862521332311	-1.95955438187211	-2.48050012816319	-2.19781581128858	-1.7894351131516	-2.16751034321706	-2.27872742525949	-1.74488413713869	-1.97513970107065	-2.05076035994874	-1.23609962238589	-2.13416194216726	-2.25119298034894	-2.35526033387989	-1.88257881423008	-1.99784199047333	-1.95671911720261	-2.58450924779717	-1.58936896059172	-1.77725782262228	-2.31160717018437	-1.83928963688875	-2.18572480256368	-1.55343378165397	-2.09251437569454	-1.8553448597956	-2.31815505978497	-2.17431562118604	-1.61923313500771	-1.51735339799353	-1.79753656879221	-1.31241916303097	-2.35867695414075	-2.20842975303728	-2.1767913058986	-1.06155005060724	-2.08246469091971
CREB1	1.28960973203402	1.24987446176815	1.24166631627554	1.26773011086998	1.34847164647314	1.71665763398005	0.777498467653163	0.755258958561973	1.10424816847491	0.752835646876903	2.0851417459025	0.753549667525589	1.3706375882174	1.48933372089319	0.746561958246272	0.998530068199476	1.27761982056882	0.557097986359672	1.43822518359716	0.973877575469809	1.3431262342424	1.42878620254276	0.915513004975067	1.17304527284862	0.353441416465219	0.715097771011119	1.67567675531797	0.759969393679095	0.793574237672773	1.93795800154045	0.84197603621849	1.22901021563005	1.20251214345524	1.16909737937976	1.53760153342397	1.72767636517328	0.982915263824988	1.3707606927159	1.3626135709715	1.12320022139898	1.20847743447634	1.21967568791395	1.21972235430405	1.63281263325716	1.54936232971152	1.56196495523859	1.51654390443979	1.07044972691727	1.27809069845804	1.83420482151454	0.978289598387403	1.77283299907121	1.62223592189963	1.22212933969029	1.53795585865866	1.33063140245074	1.37969579705129	0.611076620757464	1.63825829705095	0.278626418375458	1.87231407765716	1.48512699196095	1.57803759401806	1.17042362154545	1.39258708657127	0.34222179887489	1.21333340351731	1.26851516538415	0.334686088143803	1.19842317266648	1.24353506514373	1.11413025245858	0.657763549549173	0.526602827277344	0.950588382196537	0.642365578632286	1.49867673418936	1.2956613316672	1.3453738072313	1.2684559637852	1.02729213490547	0.523256098553243	1.11174595581583	1.3498416983385	0.813917538682526	1.15268305539264	0.856385546324506	1.0618421051262	0.785473491709349	1.37058358589156	1.35124668371387	0.997278473176181	1.33364682248787	0.986274330673943	1.05585819320091	1.79936229575786	0.827809973173486	0.895690261429122	1.0421657132294	1.10854386810593	1.13286470296852	0.845304747440203	1.1480083713568	1.51821634445391	1.22045837351731	1.35954494239434	1.03903626518406	0.408884802351401	1.80951365782272
CREB3	0.601403667644028	-0.296903965251127	0.933674525265272	0.42581888869908	0.093316687007175	1.53547283831744	-0.223706314053007	-0.106347621013708	-0.422643770016557	-0.188108843510162	0.509252874124379	-0.251277178781934	0.54609988840538	0.00340993309807013	0.611433774728515	-0.29900938570508	0.409849139678084	-0.000681015281491385	-0.37886513053042	0.34454694293305	0.461635926042522	1.00694219480158	0.105618057675366	-0.537291588784399	0.848044527250837	-0.184617337013291	0.959421375676257	-0.461476411304841	-0.137199228452196	0.551039251437636	0.0888259111572378	0.369106236974201	0.359013894301597	0.0993148416907039	-0.225622622963678	0.741727997433249	0.507271717317676	0.718191295639487	0.0756581601205785	0.264438247114344	0.187473156718019	-0.240229408979339	0.211562868214206	0.806516807976918	0.274403907498573	0.111221189565777	-0.155544679636188	0.745051365124017	0.507251654435792	0.883994652524647	0.987583652690767	0.953611476502349	0.535581092403641	0.57921317193213	0.798094692538718	0.0104080778333093	1.0165203305977	0.0358010645750041	0.363327310378741	-0.464739519237858	0.75852255764725	0.449381506967029	0.810642272972404	1.29906778045	0.703033213626528	0.643052013710793	0.228189136631212	-0.0365255060845404	0.257891106896239	0.706835046894436	0.632046233396744	-0.290588356376694	0.419138490880475	0.248121308433006	0.620639130087547	1.04443211201339	-0.066489205727541	-0.263938793592236	0.594843692290904	0.239719913452942	0.807278841796262	0.0879446356139928	0.3872705944201	0.829274327859472	0.113549460427689	1.26258649555601	0.413736533271723	0.429634312894819	-0.234309521396255	0.519523550156046	-0.672957541001689	0.376227258677044	0.411694741784458	-0.174375595913555	0.0765538996524022	0.0209844792102384	0.101384900138466	0.630148218750592	0.591155353916396	0.660597449005273	-0.526644114563282	-0.200529450283526	0.298459696419488	-0.249250560060382	1.14652809659876	-0.273783656357124	-0.281855901878294	-0.249903364357536	0.740260860178846
CREB3L1	0.684316715841746	0.166645711304558	1.29727928582718	1.437581573017	0.389559732773285	1.00707751094212	0.324789032061805	0.79403686908629	-0.010094130613889	0.27689976274027	0.822765556010944	0.150422768569473	0.51303305702283	0.621918643327035	1.24963776804853	0.346707505308957	0.426362407113902	0.267619116161558	0.370548020402155	0.45026445245926	-0.431075696690227	0.915509738675208	1.10928067189073	0.0907745674423178	1.41712714110919	-0.0117416974480709	0.948541195150339	-0.0294203598827724	0.303082680134549	0.603749833826553	0.725146333554831	0.413327150566873	0.358966371351957	0.37254764050747	-0.413701987829419	0.842855491458602	0.543259811782201	0.647764041372242	0.3439974974525	0.520075650806054	0.783659233721323	0.673937115683016	0.391929857559651	0.909164092569801	0.722555368967788	0.162027649659761	-0.375700578053338	1.21321030367088	0.980689813502486	0.666860023190195	1.03321357196895	0.699516155540323	0.180858524952	0.552844023987632	0.761530526183733	0.00902464126468256	1.45475417563865	-0.0338814825652063	-0.729797888410569	0.12853798940662	0.611307169923094	0.594598357661559	0.883638869616336	1.21987308109961	0.995390513926122	0.773536846931112	0.775729724098573	0.534713844796267	0.959481599948908	1.3982916616285	0.679820078763342	-0.236936683635419	1.08616262980534	0.794308177361327	0.0614183408555026	0.869457829252412	0.298513547328434	0.535371797085195	1.32871860388138	0.15200870060646	0.743158300966378	0.73337814761736	0.680082691503353	-0.781861869473887	-0.116479793635109	0.79609271512544	0.643314164581405	1.06323909770631	-0.090924580561755	0.92211697105074	0.231569935279144	-0.412370165348137	0.519818438076466	0.355607438084615	0.482271678900584	0.455827696183574	0.216640850178747	1.17226288321245	0.512540490757436	0.704692119706898	0.0704858291658329	0.144365813020497	0.319078755959708	0.833117172947469	1.04298151038246	0.217142874800911	0.117383729601128	0.117870470647386	1.42596942654873
